% 1. Title: Tweets Sentiment Analysis
@RELATION tweetfeatures

@ATTRIBUTE countfirstpersonpronouns NUMERIC
@ATTRIBUTE countsecondpersonpronouns NUMERIC
@ATTRIBUTE countthirdpersonpronouns NUMERIC
@ATTRIBUTE countcoordinatingconjunctions NUMERIC
@ATTRIBUTE countpasttenseverbs NUMERIC
@ATTRIBUTE countfuturetenseverbs NUMERIC
@ATTRIBUTE countcommas NUMERIC
@ATTRIBUTE countcolonssemicolons NUMERIC
@ATTRIBUTE countdashes NUMERIC
@ATTRIBUTE countparentheses NUMERIC
@ATTRIBUTE countellipses NUMERIC
@ATTRIBUTE countcommonnouns NUMERIC
@ATTRIBUTE countpropernouns NUMERIC
@ATTRIBUTE countadverbs NUMERIC
@ATTRIBUTE countwhwords NUMERIC
@ATTRIBUTE countslangacronyms NUMERIC
@ATTRIBUTE countuppercase NUMERIC
@ATTRIBUTE averagelengthsentences NUMERIC
@ATTRIBUTE averagelengthtokens NUMERIC
@ATTRIBUTE numbersentences NUMERIC
@ATTRIBUTE class {0,4}

@DATA
0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,6.0,4.0,1,4
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,3.0,5.66666666667,1,4
0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,10.0,3.3,1,4
0,0,0,0,0,0,1,1,1,1,1,10,0,2,1,1,0,11.3333333333,3.7037037037,3,4
0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,7.0,4.85714285714,1,4
0,1,1,0,1,0,1,0,0,0,1,17,0,0,0,1,0,16.5,2.56666666667,2,4
0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,11.0,3.88888888889,1,4
0,1,1,1,0,0,2,0,0,0,0,6,0,1,0,1,1,6.25,3.86363636364,4,4
3,1,1,1,0,0,0,1,0,0,1,8,0,0,0,1,0,21.0,2.0,1,4
2,2,1,2,0,0,1,0,0,1,2,7,1,3,1,1,1,18.0,2.76666666667,2,4
1,1,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0,4.5,3.875,2,4
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7.0,4.5,1,4
0,0,0,0,0,0,0,2,0,0,0,5,0,3,0,0,2,13.0,3.91304347826,2,4
0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,10.0,5.0,1,4
0,0,0,2,0,0,1,0,0,0,0,3,1,1,0,0,0,9.5,4.70588235294,2,4
1,0,2,0,0,0,0,0,0,0,0,5,0,1,0,0,1,8.0,3.0,2,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.0,4.33333333333,1,4
1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,16.0,3.93333333333,1,4
0,0,1,0,1,1,1,0,2,1,2,3,0,2,0,1,0,30.0,3.54545454545,1,4
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6.0,3.5,1,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,1,4
0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,1,1,16.0,2.46666666667,1,4
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3.0,5.33333333333,1,4
1,0,1,0,1,0,1,0,0,0,0,2,0,1,0,0,0,12.0,4.45454545455,1,4
1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,20.0,4.0,1,4
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,3.33333333333,1,4
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3.0,4.0,2,4
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7.0,2.28571428571,1,4
0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0,12.0,4.36363636364,1,4
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,3.8,1,4
0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8.0,3.14285714286,1,4
0,2,0,2,0,1,0,0,0,0,0,8,0,0,0,0,0,13.5,3.56,2,4
1,1,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,18.0,2.875,1,4
0,1,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,4.5,3.66666666667,2,4
0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,1,13.5,3.04,2,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.0,4.2,1,4
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4.0,3.0,2,4
1,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,7.0,4.57142857143,1,4
1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,10.0,3.27777777778,2,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.0,3.66666666667,1,4
1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,15.0,3.64285714286,1,4
3,1,0,1,0,0,2,0,0,0,0,5,0,0,1,0,0,9.0,2.93333333333,2,4
2,1,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,8.5,3.5625,2,4
0,0,1,0,0,0,0,0,0,0,0,7,3,0,0,0,0,6.5,5.18181818182,2,4
0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,7.0,5.4,1,4
0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5.5,3.0,2,4
0,0,0,0,0,0,0,0,1,0,1,6,3,0,0,0,0,5.0,4.875,2,4
1,0,1,2,1,0,1,0,0,1,0,6,2,5,0,0,0,10.3333333333,3.96153846154,3,4
0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,8.0,3.83333333333,1,4
2,0,0,2,0,0,2,0,0,0,1,6,0,4,0,0,0,8.0,3.05,3,4
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3.0,3.42857142857,3,4
0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,11.0,3.6,1,4
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6.0,4.0,1,4
3,3,0,0,2,0,0,0,0,0,0,4,0,1,0,0,0,4.75,3.93333333333,4,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.0,6.0,1,4
1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5.33333333333,4.5,3,4
2,0,0,0,0,0,0,0,0,0,1,5,0,3,0,0,0,4.75,2.9375,4,4
1,0,0,1,1,0,0,0,0,0,0,5,1,1,0,0,0,4.66666666667,3.66666666667,3,4
0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,6.0,3.25,1,4
1,1,2,1,0,0,2,0,3,0,1,10,0,1,0,0,0,11.0,2.92857142857,3,4
1,1,0,0,1,0,0,0,1,0,0,4,0,0,0,0,5,7.0,3.58333333333,2,4
1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,9.5,3.16666666667,2,4
1,0,4,0,2,0,0,0,0,0,0,1,1,1,0,0,1,4.0,3.4,3,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11.0,4.625,1,4
2,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,10.5,3.0,2,4
0,1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,5.5,4.44444444444,2,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.0,6.5,1,4
1,1,0,1,0,0,1,0,0,0,0,3,0,0,0,2,0,11.0,2.0,1,4
1,2,0,0,1,1,1,0,0,0,0,9,5,2,0,0,0,14.0,3.52,2,4
0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,3.0,3.5,2,4
0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,14.0,3.61538461538,1,4
0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,1,0,3.66666666667,2.85714285714,3,4
0,1,0,0,1,0,0,0,0,0,0,7,1,0,0,0,1,7.33333333333,3.05,3,4
0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,5.5,3.55555555556,2,4
0,0,1,0,1,0,1,0,0,0,0,4,0,2,0,0,0,13.0,4.83333333333,1,4
0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,6.5,4.36363636364,2,4
1,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,5.25,4.23529411765,4,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,2.33333333333,1,4
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,7.0,4.33333333333,1,4
1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5.5,2.90909090909,2,4
0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6.0,3.2,1,4
0,0,0,0,1,0,0,0,0,0,1,5,0,2,0,0,0,16.0,2.93333333333,1,4
1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11.0,3.72727272727,1,4
0,1,0,0,1,0,1,0,1,0,2,15,1,1,2,1,9,5.16666666667,3.11111111111,6,4
1,0,3,0,1,0,0,0,0,0,0,11,0,0,0,0,1,29.0,3.31034482759,1,4
1,0,1,0,0,0,0,0,0,0,0,4,0,1,1,0,0,7.0,3.61538461538,2,4
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,2.5,1,4
0,1,1,1,0,0,0,0,0,0,0,5,0,1,0,0,1,10.5,4.45,2,4
1,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,15.0,3.38461538462,1,4
0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,11.0,4.7,2,4
3,0,0,2,0,0,0,0,0,0,1,7,0,3,1,1,0,26.0,3.2,1,4
3,3,0,1,1,0,0,0,0,0,0,4,0,0,1,0,0,10.0,3.77777777778,2,4
0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,11.0,4.0,1,4
1,1,0,1,0,1,1,0,0,0,3,9,1,4,0,1,0,7.5,3.55555555556,4,4
2,0,0,1,1,1,0,0,0,0,0,2,1,0,0,0,0,14.0,3.15384615385,1,4
0,0,1,1,0,0,0,1,0,0,0,6,3,0,0,0,0,19.0,4.35294117647,1,4
0,0,0,0,0,0,0,1,1,0,0,6,2,0,0,0,0,9.0,5.42857142857,1,4
0,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,1,5.5,4.33333333333,2,4
0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,5.0,5.0,2,4
2,1,0,0,0,1,0,0,0,1,0,4,1,0,0,0,0,18.0,3.875,1,4
0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,9.0,4.875,1,4
1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,6.0,4.1,2,4
0,0,1,0,0,0,1,0,0,0,0,6,1,2,0,0,0,15.0,3.46153846154,1,4
1,0,0,1,0,0,0,0,0,0,1,4,2,2,0,1,0,6.66666666667,3.83333333333,3,4
0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,8.0,3.57142857143,1,4
0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,5.0,4.2,1,4
0,0,0,0,2,0,0,0,1,0,0,6,0,2,0,0,0,15.0,3.5,1,4
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3.5,2.83333333333,2,4
0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,5.0,3.44444444444,2,4
1,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,16.0,3.66666666667,1,4
0,0,0,1,0,0,0,0,1,0,0,10,3,0,0,0,0,7.66666666667,4.25,3,4
1,2,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,15.0,4.06666666667,1,4
0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,4.0,3.0,2,4
0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,7.0,4.28571428571,1,4
3,0,2,0,0,0,0,0,0,0,0,3,0,2,1,0,0,9.33333333333,3.42307692308,3,4
0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1.08333333333,0.0,12,4
1,0,1,1,1,0,0,0,0,0,0,8,0,3,0,0,1,14.0,3.5,2,4
1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2.33333333333,3.6,3,4
1,1,1,0,0,0,0,0,0,0,0,6,2,0,0,0,1,6.5,2.0,2,4
2,0,0,1,0,0,1,0,0,0,0,9,4,1,0,0,0,6.25,4.35,4,4
2,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,5.66666666667,3.93333333333,3,4
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5.0,3.2,1,4
0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5.5,3.1,2,4
2,2,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,5.0,3.76923076923,3,4
3,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,9.0,2.71428571429,2,4
2,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,7.0,3.72222222222,3,4
1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,1,18.0,3.29411764706,1,4
0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,4.5,3.625,2,4
1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15.0,3.07142857143,1,4
1,0,1,0,1,0,1,0,0,0,0,5,2,0,1,0,0,13.0,3.58333333333,1,4
0,1,0,2,0,0,0,0,2,0,0,2,0,3,0,0,0,24.0,3.54545454545,1,4
2,1,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,16.0,3.5,1,4
2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,9.0,3.71428571429,1,4
0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,3.0,3.77777777778,3,4
0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,15.0,3.37931034483,2,4
2,0,0,0,1,0,0,1,0,0,0,6,1,1,1,0,0,24.0,4.04545454545,1,4
1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,9.0,3.0,1,4
1,1,0,1,0,0,0,1,0,0,0,6,1,0,0,1,0,5.33333333333,3.91666666667,3,4
1,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,1,7.0,5.33333333333,2,4
3,0,4,1,5,0,0,0,0,0,0,7,2,1,0,0,0,9.0,3.88,3,4
1,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,18.0,4.125,1,4
1,0,0,1,1,0,0,0,0,0,0,4,0,2,0,0,0,12.5,4.26086956522,2,4
2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,7.0,2.92307692308,2,4
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5.0,5.75,1,4
2,1,2,0,2,0,3,0,0,0,0,5,0,3,0,0,0,16.0,2.88888888889,2,4
1,0,0,1,0,0,1,0,0,0,0,5,0,2,0,0,0,7.5,4.84615384615,2,4
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,5.0,1,4
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5.0,6.5,1,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,3.2,1,4
3,0,1,0,0,0,2,0,0,0,0,5,0,2,0,0,0,10.0,3.48,3,4
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3.5,3.83333333333,2,4
0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,7.0,4.5,1,4
2,2,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,6.66666666667,4.47058823529,3,4
0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5.0,2.6,1,4
0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,10.0,3.66666666667,1,4
0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,7.0,4.6,1,4
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13.0,3.75,1,4
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5.0,4.5,1,4
0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,9.0,5.25,1,4
1,0,1,0,1,0,0,0,0,0,0,2,0,1,1,0,0,6.5,3.54545454545,2,4
1,0,0,4,2,0,2,0,0,0,3,6,1,1,0,0,0,6.5,4.10526315789,4,4
3,0,1,0,0,1,1,0,0,0,0,8,0,1,0,1,0,11.0,2.52380952381,2,4
1,0,2,1,0,0,0,0,1,0,0,3,0,1,0,0,0,12.5,3.34782608696,2,4
1,0,1,0,1,0,0,1,0,0,0,5,0,0,1,1,0,6.5,3.0,4,4
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.0,3.16666666667,1,4
5,1,1,0,1,0,0,0,0,0,0,2,0,1,1,0,0,9.66666666667,3.53846153846,3,4
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3.0,3.0,2,4
2,1,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,6.5,4.0,2,4
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,4.0,4.6,3,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.0,7.0,1,4
3,0,2,0,3,0,2,0,0,0,0,7,0,1,0,0,0,15.0,3.78571428571,2,4
3,0,1,0,1,0,0,0,0,0,3,3,0,0,0,0,0,7.0,2.5,3,4
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,2.5,4.0,2,4
4,1,0,0,0,0,1,0,0,0,0,9,4,1,0,0,0,7.25,3.33333333333,4,4
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.0,3.75,1,4
3,0,1,2,1,0,0,0,0,0,0,10,0,5,0,3,1,18.5,2.97142857143,2,4
1,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,9.0,4.0,1,4
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,2.8,1,4
0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,7.0,2.5,1,4
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8.0,2.0,1,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,3.66666666667,1,4
1,0,0,1,0,0,1,0,0,0,4,11,0,3,0,0,0,5.5,3.96,6,4
0,0,1,1,0,0,1,0,0,0,1,3,0,2,0,0,0,7.66666666667,3.77777777778,3,4
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.0,3.4,1,4
1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,9.0,3.0,1,4
0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,8.0,3.57142857143,2,4
2,0,1,0,0,0,1,1,0,0,0,5,1,0,0,0,0,12.0,4.85,2,4
0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8.0,3.5,1,4
0,0,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,14.0,4.23076923077,1,4
1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,4.0,3.8,3,4
0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,10.0,3.375,1,4
1,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,15.0,3.59259259259,2,4
0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4.0,4.75,1,4
0,0,1,1,0,0,0,0,0,0,0,5,3,0,0,0,2,10.0,3.8,1,4
0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,13.0,5.07692307692,1,4
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.0,2.85714285714,1,4
2,0,1,1,0,0,0,0,0,0,0,11,1,0,0,1,21,23.0,4.52173913043,1,4
1,1,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,18.0,3.5,1,4
2,0,0,0,0,0,3,0,1,0,0,8,0,2,0,1,1,10.3333333333,3.41666666667,3,4
1,0,0,0,1,0,1,0,0,0,0,6,2,0,0,0,0,13.0,4.25,1,4
0,0,0,1,0,0,1,0,0,0,2,2,0,1,0,0,0,7.0,3.41666666667,2,4
0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,7.0,5.71428571429,1,4
0,1,0,1,1,0,0,0,0,0,1,8,0,1,0,1,0,15.0,2.71428571429,1,4
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.0,4.0,1,4
1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,9.0,2.5,1,4
3,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,19.0,3.63157894737,1,4
2,0,2,1,0,0,0,0,0,0,0,5,0,2,0,0,0,9.33333333333,4.25,3,4
0,0,1,0,0,0,2,0,0,0,1,7,0,1,0,1,0,16.0,3.07692307692,1,4
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4.0,3.14285714286,2,4
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8.0,4.14285714286,1,4
2,2,1,0,0,0,2,0,0,0,0,5,0,3,0,0,0,12.5,4.18181818182,2,4
1,1,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,18.0,3.11764705882,1,4
0,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,4.33333333333,4.18181818182,3,4
2,0,0,0,0,0,0,0,0,0,0,7,1,4,0,0,0,7.0,3.83333333333,4,4
0,0,0,0,1,0,0,0,0,0,0,6,1,1,1,0,0,8.0,3.72727272727,3,4
1,0,0,0,0,0,1,0,1,0,0,3,2,0,0,0,0,9.0,3.57142857143,1,4
0,0,1,1,0,1,0,0,0,0,1,9,0,3,0,0,1,14.5,3.71428571429,2,4
1,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,16.0,3.76923076923,1,4
0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.0,2.0,1,4
3,0,1,0,1,0,0,0,0,0,0,4,0,2,0,1,0,22.0,4.09523809524,1,4
1,0,2,0,0,0,0,0,0,0,2,9,0,0,0,0,0,12.5,3.09090909091,2,4
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3.5,2.5,2,4
1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,5.0,3.75,2,4
0,0,0,1,0,0,1,0,0,0,0,6,2,1,0,0,0,15.0,3.14285714286,1,4
0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,13.0,3.15384615385,1,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,1,4
0,2,0,0,1,1,0,1,0,0,0,4,0,0,0,0,0,16.0,3.4,1,4
1,0,1,0,0,0,0,0,1,1,0,6,0,4,0,0,0,8.5,3.32142857143,4,4
1,0,0,1,0,0,0,0,0,0,1,10,0,1,1,0,0,25.0,4.30434782609,1,4
0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,5.5,4.6,2,4
0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,6.0,3.36363636364,2,4
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4.5,3.0,2,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.0,8.5,1,4
3,0,1,0,0,1,1,1,0,0,0,8,0,3,0,0,0,8.75,3.2,4,4
1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,5.5,2.63636363636,2,4
1,2,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,4.0,3.2,3,4
0,0,0,0,1,0,1,0,0,0,0,4,1,1,0,0,0,10.0,4.33333333333,1,4
0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,7.0,3.16666666667,1,4
1,0,0,0,1,0,1,0,0,0,0,5,0,2,0,0,0,9.0,3.46666666667,2,4
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.0,5.2,1,4
0,1,3,0,0,0,1,0,1,0,0,4,1,2,0,0,1,5.4,3.0,5,4
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,6.0,2,4
1,0,1,1,2,0,0,0,0,0,0,10,0,3,1,0,0,8.5,2.83870967742,4,4
1,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,1,10.0,5.3,1,4
0,0,0,1,0,0,0,1,0,0,0,4,1,1,0,0,0,10.0,4.33333333333,1,4
1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5.0,3.5,1,4
1,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,12.0,4.0,1,4
1,0,0,0,0,0,0,0,0,0,1,7,0,1,0,1,0,14.0,2.25,1,4
3,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,21.0,3.95,1,4
1,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,15.0,4.42857142857,1,4
1,0,1,1,0,0,0,0,0,0,0,4,1,1,0,0,1,9.0,3.3125,2,4
0,1,0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,21.0,4.2,1,4
0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,7.0,3.28571428571,1,4
1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,5.0,3.69230769231,3,4
0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,7.0,5.30769230769,2,4
0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,4.0,3.75,3,4
2,0,2,0,0,0,2,0,0,0,0,4,1,2,0,0,1,26.0,3.47826086957,1,4
0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,7.0,3.23076923077,2,4
0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,5.0,3.6,1,4
3,0,1,0,3,0,0,0,0,0,0,9,0,1,0,0,0,9.66666666667,3.6,3,4
0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,13.0,3.23076923077,1,4
0,2,1,0,1,0,1,0,0,0,0,3,0,1,0,0,0,21.0,3.75,1,4
2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,5.0,5.88888888889,2,4
0,0,0,0,0,0,0,0,3,0,1,12,1,4,0,0,2,11.6666666667,3.44827586207,3,4
0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,1,6.0,4.0,1,4
1,0,0,0,0,0,1,0,0,0,0,5,1,1,0,0,0,15.0,3.30769230769,1,4
0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,6.0,6.4,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,7.0,1,4
0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,8.0,3.0,1,4
0,1,1,1,0,0,2,0,0,0,0,7,0,1,0,0,0,24.0,3.90909090909,1,4
2,0,1,0,0,0,0,0,0,0,3,6,0,0,1,0,0,31.0,3.24137931034,1,4
0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,13.0,4.08333333333,1,4
0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,13.0,4.9,1,4
1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,6.5,3.72727272727,2,4
0,0,1,1,0,0,1,0,0,0,0,4,1,4,0,1,1,18.0,3.82352941176,1,4
1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5.0,3.4,1,4
0,0,0,0,0,0,0,0,0,0,0,8,3,1,0,0,0,6.5,3.84615384615,2,4
1,1,0,0,1,0,1,0,0,0,0,4,1,0,0,0,0,14.0,3.5,1,4
1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5.5,3.6,2,4
0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,6.5,4.27272727273,2,4
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,3.5,1,4
